serial,wage,nonlaborinc,hoursworked
59213,8.8888893,16790,1350
59215,23.670214,100608,1880
59216,34.134617,74205,2080
59217,16.153847,88010,2080
59218,34.090908,27102,1760
59220,8.1730766,30,2080
59222,18.26923,26000,2080
59223,8.6538458,0,4160
59224,39.262821,0,2496
59226,22.5,0,2000
59227,19.23077,15600,2080
59228,21.978022,45009,2912
59230,14.878543,62000,988
59232,25.961538,15653,2080
59233,9.6153851,17000,2080
59234,25.641026,0,2340
59238,30.288462,2797,2080
59241,0,112900,2940
59244,12.5,5400,400
59246,19.551283,48072,3120
59250,19.23077,8,2496
59251,10.961538,16,2080
59256,38.46154,119254,2080
59258,30.432692,84386,2080
59265,0,42603,2080
59268,37.5,0,160
59269,19.23077,35061,3640
59273,48.717949,5,2340
59276,65,200653,1000
59282,27.083334,87115,960
59283,44.444443,3020,2340
59285,17.788462,14291,2080
59289,10.683761,30006,2340
59290,14.423077,0,2080
59291,55.555557,46026,2340
59292,34.188034,60087,2340
59293,21.367521,4,2340
59296,18.910257,16155,3120
59297,7.5,0,1600
59298,26.442308,4020,2080
59299,90.909088,12931,2860
59301,9.6153851,82043,2080
59308,12.019231,69560,2080
59311,37.01923,30032,2080
59322,11.538462,70050,2080
59325,18.140589,117200,2205
59326,14.560439,1068,3640
59329,18.26923,0,2080
59333,29.807692,196042,2080
59335,26.442308,225439,2080
59336,14.685315,189000,2860
59337,54.945053,321543,1820
59338,38.46154,121444,2080
59340,10.256411,138410,2340
59341,21.923077,8880,2600
59345,60.897434,13280,3120
59346,25.48077,2577,2080
59347,19.23077,222145,4160
59348,0,52035,2340
59350,15.384615,47995,2080
59351,98.290596,3360,2340
59352,54.195805,655,2860
59353,38.265305,14014,1960
59354,44.444443,403700,900
59355,13.75,52992,1600
59356,37.98077,37020,2080
59357,2.1692307,27003,1040
59358,48.076923,156,2080
59359,55.28846,8669,2080
59361,21.153847,2540,2080
59362,24.038462,40314,2080
59363,15.384615,60020,1560
59365,14.423077,0,2080
59366,27.972029,56324,2860
59367,128.20512,83451,1560
59368,28.846153,60000,2080
59370,16.826923,6005,2080
59371,12.019231,25000,2080
59372,213.67522,42010,2340
59373,28.52564,207970,3120
59378,39.189503,25006,2496
59379,17.361111,58602,1440
59381,8,0,2600
59392,31.468531,55104,2860
59398,0,26761,3016
59399,8.333333,0,1320
59400,24.038462,0,2080
59407,12.5,19005,2080
59410,33.653847,101,2080
59411,13.221154,0,2080
59414,21.634615,0,2080
59418,18.181818,160515,2860
59422,12.980769,8400,2080
59424,12.019231,34074,2080
59425,16.826923,15002,2080
59431,22.596153,0,2080
59433,11.538462,52000,2080
59435,17.045454,0,1760
59436,26.442308,323,2080
59440,48.076923,90041,260
59449,22.230288,19961,2080
59454,14.529915,42100,2340
59455,21.634615,6421,2080
59457,18.26923,0,1040
59469,14.423077,55282,2080
59471,10.9375,40005,320
59474,12.5,0,2080
59476,12.820513,25010,2340
59477,8.5576925,0,1040
59482,21.634615,52506,2496
59483,16.057692,96994,520
59485,36.057693,50790,2080
59486,23.076923,32416,2600
59490,90.384613,65000,520
59491,10.795455,90125,1760
59492,8.6538458,36000,2080
59494,13.846154,0,650
59496,7.8571429,11436,1400
59497,26.442308,45000,2080
59499,19.23077,20000,1040
59500,37.5,77970,2080
59501,15.384615,43793,2080
59502,8.654808,0,2080
59503,6.7307692,25000,2600
59506,24.475525,500,2860
59507,19.23077,33052,2080
59508,13.461538,111,2080
59512,18.26923,18008,2080
59513,16.826923,0,2080
59518,18.531469,6,2860
59520,12.019231,0,2080
59526,9.6634617,41831,624
59530,23.076923,5,2080
59533,17.582418,40000,1820
59535,48.076923,28115,2080
59537,12.115385,200,2080
59546,19.23077,14,2080
59550,21.428572,5000,140
59556,15.587981,0,2080
59559,46.634617,0,2080
59564,24.038462,25017,2080
59565,10.576923,20004,2080
59566,24.038462,0,2080
59568,31.73077,86059,2080
59569,12.980769,37007,2080
59573,15.384615,18331,2080
59574,17.142857,8796,700
59577,31.73077,60056,2080
59581,3.9515278,0,3796
59591,21.634615,3869,2080
59592,17.159763,18264,3380
59600,21.634615,24254,2080
59602,13.461538,29831,2080
59603,15,24429,3120
59605,18.75,4,2080
59606,80,42482,2500
59609,13.461538,0,2080
59611,26.923077,52000,2600
59612,23.076923,0,3120
59614,8.1730766,0,2080
59616,15.625,0,1536
59619,21.264793,31448,2704
59621,17.709402,1,2340
59624,23.076923,47020,2080
59629,100.96154,0,2080
59630,33.653847,33122,2080
59635,38.46154,9,2080
59636,19.134615,1000,2080
59639,28.846153,5,2080
59640,8.6538458,18004,2080
59643,0,80000,2080
59644,18.509615,38504,2080
59646,14.423077,77000,2080
59647,28.76923,5303,2080
59649,25.961538,10006,2080
59650,13.186813,0,1820
59651,14.903846,0,2080
59654,30.76923,2,2600
59655,14.423077,15014,2080
59656,5.7692308,0,2080
59658,36.057693,2,2080
59663,16.826923,0,2080
59666,37.01923,3460,2080
59667,40.865383,35016,2080
59668,24.038462,152,2080
59670,16.826923,50950,2080
59672,29.761906,16853,168
59674,22.727272,8678,2860
59675,26.442308,68000,2080
59676,28.846153,0,2080
59680,7.6923075,15431,1040
59681,36.057693,62000,2080
59682,22.773279,35000,1976
59683,13.701923,4,2080
59684,21.367521,39255,2340
59685,19.711538,51117,2080
59688,37.98077,27385,2080
59691,24.038462,346,2704
59693,7.3964496,9504,2704
59694,48.076923,0,2080
59697,21.634615,77724,2080
59699,16.826923,15162,2080
59704,0,35000,2340
59705,0,30000,2080
59714,57.692307,68113,2080
59715,30.288462,70050,2080
59717,19.951923,54550,2080
59731,31.73077,31155,2080
59734,10,30355,2080
59737,8.070055,8452,1456
59738,7.8000002,0,1000
59741,21.634615,0,2080
59747,12.820513,22000,1560
59748,19.23077,0,2080
59750,19.231731,24,2080
59753,32.21154,37151,2080
59758,0,50003,1820
59759,35.817307,2100,2080
59761,1.0030435,706208,2300
59766,0,248377,1040
59771,7.2115383,26,2080
59772,33.653847,6216,2080
59775,13.870673,2405,2080
59780,72.649574,35065,2340
59784,25.961538,312830,1040
59785,28.847115,193505,2080
59787,29.807692,0,1040
59788,9.89011,0,1820
59789,5.3846154,137,2600
59797,9.1346149,11,2080
59802,32.692307,84406,1040
59813,33.653847,47000,2080
59814,26.923077,41698,2600
59815,24.038462,41100,2080
59817,15.865385,25010,2080
59818,14.423077,25,2080
59819,13.736263,10,1820
59821,70.3125,28660,320
59826,8.6734695,502,1960
59829,14.423077,8,2080
59833,25.961538,45005,2080
59834,36.057693,26000,416
59838,43.26923,38000,2080
59840,61.53846,2000,260
59841,17.307692,9659,1040
59845,16.826923,26305,2080
59850,8.6538458,83500,2080
59853,11.478633,53803,1872
59854,12.019231,31123,2080
59856,34.615383,86313,2080
59858,20.032051,2018,2496
59861,13.461538,33010,2600
59863,12.019231,0,2080
59866,18.26923,12,2080
59869,27.884615,44,2080
59872,50,22500,16
59873,72.115387,57,2080
59874,24.038462,34,2080
59875,12.019231,10,2080
59881,0,50000,1040
59883,16.826923,8,2080
59887,52.350426,53408,1872
59893,9.375,1700,1600
59896,48.076923,0,2080
59898,0,15740,400
59906,26.5,85,2000
59907,13.196154,143,2080
59917,17.548077,4808,2080
59919,9.6153851,0,3120
59920,14.423077,13014,1872
59921,11.188811,26212,2860
59922,11.538462,2704,2080
59924,11.057693,24000,2080
59925,17.788462,54016,2080
59927,12.820513,2081,780
59928,26.442308,14,2080
59929,14.878543,80070,988
59938,37.5,0,1280
59940,8.7412586,100,2860
59943,10.135135,2,1924
59946,51.442307,57323,2080
59947,14.423077,65200,2080
59948,19.23077,30,2080
59951,20.833334,0,72
59952,34.615383,27814,2600
59955,3,50003,640
59956,48.076923,18000,2080
59957,377.74692,1000105,2912
59958,0,451615,2080
59959,38.463463,80326,1040
59961,6.25,0,2080
59965,33.653847,15924,2080
59967,30.76923,35105,2080
59971,0,25000,1560
59972,5.7142859,122730,700
59975,0,30000,1400
59976,57.692307,65002,2080
59977,12.980769,0,2080
59978,14.711058,15,2080
59981,17.307692,800,2080
59984,25,200,2080
59987,38.46154,122463,2340
59991,11.538462,304540,2600
59995,47.115383,20003,2080
59998,76.92308,4060,2080
60001,28.365385,123725,2080
60004,22.115385,577,3120
60013,31.25,85100,2080
60014,14.423077,6323,2080
60015,467.14703,220195,2496
60016,19.23077,21000,2600
60017,38.46154,3039,3120
60021,12.020833,92640,1248
60022,18.270193,1,2080
60023,28.365385,54024,2080
60024,18.046757,71206,2652
60025,21.111111,32432,2340
60026,33.654808,70005,2080
60028,13.464103,10993,1170
60030,28.846153,45201,2080
60045,11.111111,0,360
60048,8.6538458,0,2080
60050,24.038462,0,2080
60055,7.6923075,1224,1040
60056,42.78846,40890,2080
60057,46.153847,30016,2080
60058,27.350428,6293,2340
60060,21.634615,86,2080
60061,19.23077,25000,2080
60062,18.857143,200000,1750
60064,10.576923,44032,2080
60069,26.442308,8410,2080
60071,11.351352,25000,1850
60072,14.423077,98000,2080
60074,29.91453,30215,2340
60077,7.1428571,96360,1820
60080,12.019231,49000,2080
60082,21.634615,10400,2080
60088,10.576923,7903,2080
60092,32.68,46608,600
60093,12.5,5,1920
60106,7.2115383,0,2080
60108,8.4134617,0,4160
60112,38.46154,30345,2080
60114,7.2115383,0,2080
60115,30.288462,0,2080
60116,36.98225,19375,2704
60119,19.23077,30024,2080
60121,37.5,13010,1600
60126,19.23077,0,2080
60127,6.802721,1056,1470
60129,14.053254,10,2704
60133,0,45000,2080
60134,23.076923,79500,2080
60135,18.26923,0,2080
60138,19.652779,0,1440
60140,8.6538458,0,2080
60143,15.384615,25000,2080
60144,21.634615,0,2080
60145,49.51923,12400,2080
60146,21.634615,0,2080
60147,24.038462,0,2080
60166,7.2115383,0,2080
60168,18.26923,24000,2080
60169,23.846153,46403,2600
60171,1.7401961,2880,2040
60172,23.076923,0,2080
60181,8.3999996,8184,1000
60182,45.918365,2941,1960
60183,10.576923,0,2080
60191,27.884615,0,2080
60206,59.134617,42000,2080
60207,9.6153851,40000,2080
60211,23.076923,21000,2080
60213,19.23077,0,2080
60219,21.634615,7314,2080
60221,36.058655,56000,2080
60223,24.038462,100,1040
60225,14.423077,0,2080
60228,24.038462,40843,2080
60241,12.5,2500,2080
60242,43.26923,26000,2080
60243,0,9000,780
60247,8.7412586,0,5148
60250,25,173,2080
60254,10.5,0,2000
60256,22.692308,213,2600
60258,42,3603,1080
60263,7.1428571,12000,1820
60268,19.23077,1922,2080
60270,13.942307,0,2080
60272,26.442308,100000,2080
60273,0,62001,2080
60274,9.6153851,68000,2080
60279,8.0769234,31680,2600
60281,15.865385,11000,2080
60283,28.365385,15002,2080
60288,6.0150375,2400,1330
60290,18.270193,49000,2080
60293,2.8571429,0,70
60295,13.020833,9000,2496
60298,40.865383,50010,2080
60301,12.019231,0,2080
60302,27.692308,2420,2600
60303,11.378205,0,3120
60304,11.538462,50,1300
60305,33.333332,0,6
60311,16.25,0,800
60318,19.23077,16480,208
60321,25,71536,3120
60323,31.25,24210,2080
60324,6,0,2080
60326,53.967789,23400,2080
60327,12.5,19801,2080
60330,6.3725491,9005,2040
60332,11.25,44163,2080
60333,16.346153,38020,2080
60335,17.628204,102699,2496
60339,75.96154,14795,416
60341,34.188034,0,2340
60342,102.5641,3,3120
60344,6.4102564,15000,1560
60345,14.424039,6504,2080
60346,12.142858,23189,280
60349,48.076923,43612,2080
60352,6.4102564,8760,1560
60357,15.384615,41506,2600
60360,10,0,2080
60366,3.1944444,2450,3600
60370,11.057693,105,2080
60373,19.23077,3,2080
60377,23.557692,3,2080
60380,15.865385,0,2080
60389,17.777779,0,450
60394,12.020192,138,2080
60397,33.653847,19250,2080
60399,57.692307,200,2080
60401,24.038462,125234,2080
60403,27.692308,82000,2600
60408,8.6538458,30175,2080
60412,5.2884617,25000,2080
60414,21.634615,77500,2080
60417,12.019231,0,2080
60419,20.192308,0,2080
60420,15.371428,1,1400
60426,28.846153,44150,2080
60431,20.673077,65000,2080
60434,14.423077,0,2080
60435,25.641026,77500,2340
60436,9.6153851,44664,1300
60439,0,101112,1300
60441,37.5,0,400
60447,6,4200,520
60450,15.865385,6255,2080
60457,22.596153,21,2080
60461,14.326923,26999,2080
60464,6.1199512,0,1634
60472,24.039423,38819,2080
60474,28.777779,22110,900
60481,31.25,14025,1440
60488,15,52881,2080
60489,10.096154,3408,2080
60491,7.6923075,17000,1300
60492,11.057693,2905,2080
60505,17.788462,27923,2080
60506,33.854168,188,1920
60511,15.384615,10690,1820
60512,14.285714,0,1820
60513,24.038462,4400,2080
60517,30.76923,43126,2600
60520,22.893772,80815,2184
60522,29.807692,585,2080
60527,31.870192,36034,2080
60529,25.337837,0,1184
60531,16.826923,85500,2080
60535,15.162722,2,2704
60536,55.76923,0,2600
60537,0,15001,2600
60540,10.416667,22000,816
60541,28.846153,11099,2080
60545,11.893451,224,1924
60547,16.826923,0,2080
60551,17.628204,600,3120
60558,15.384615,67806,2080
60560,15.769231,0,2600
60563,14.423077,0,2080
60566,19.23077,6000,2860
60568,13.461538,15000,2600
60577,64.102562,128258,1248
60579,20.375458,2,4368
60580,33.653847,20000,2080
60581,12.259615,0,2704
60585,17.788462,0,2080
60586,18.75,40000,1280
60588,5.4945054,0,4368
60589,5.7692308,0,2080
60590,28.846153,50100,2600
60594,26.923077,47862,2080
60595,27.884615,127432,2080
60603,0,106723,204
60604,11.538462,23790,2600
60606,6.6666665,38700,600
60615,48.979591,0,1225
60619,8.6692858,0,4200
60621,112.5,1358,1600
60622,14.423077,75200,2080
60623,24.038462,1511,3120
60624,25,25916,2080
60626,23.717949,0,3120
60627,9.6153851,200,3120
60628,8.1730766,74532,2080
60629,6.4102564,0,3120
60633,11.538462,0,2600
60640,11.111111,12501,2250
60642,9.2592592,68450,3024
60657,23.504274,0,2340
60659,40.104168,5000,1920
60665,12.019231,0,2080
60666,7.6923075,14500,2600
60667,11.538462,14,2080
60670,37.5,54000,2080
60672,26.025274,23740,1820
60675,27.777779,14000,2340
60676,25.961538,6000,2080
60679,16.239317,20000,2340
60682,31.25,41116,2080
60683,17.361111,0,1440
60687,33.173077,3575,2080
60688,12.019231,53727,2080
60689,32.692307,62394,2080
60693,16.826923,0,2080
60696,19.23077,45010,2080
60701,15.567765,20000,2184
60702,19.264423,3000,2080
60704,14.053254,34070,2704
60705,51.282051,76000,2340
60706,25.641026,90002,2340
60707,7.7777777,0,720
60708,0,55200,4680
60713,5.3846154,0,1300
60721,35.576923,155006,2080
60723,4.8884616,0,1300
60725,21.634615,34858,2080
60726,19.78022,0,1820
60749,19.23077,128414,520
60758,19.017094,75415,2340
60763,8,59611,80
60771,16.826923,31003,2080
60772,20.192308,34500,2080
60775,32.21154,46930,2080
60776,17.5,44760,800
60780,16.153847,50312,2600
60785,57.692307,48169,1560
60786,.67307693,0,2080
60789,15.770192,35259,2080
60791,5.4421768,0,1470
60792,8.333333,32272,1200
60796,25.641026,69000,2340
60797,8.0769234,10802,1300
60798,22.5,2000,1600
60805,19.23077,72,2080
60808,8.7890625,0,1024
60809,19.53125,3520,1280
60810,57.692307,8007,2080
60811,27.403847,72,2080
60817,6.4102564,144,4368
60819,23.076923,55040,2080
60822,7.7333331,32,300
60826,12.019231,10105,2080
60830,17.307692,57663,2080
60832,45.454544,15370,2288
60836,40,692,2600
60837,46.153847,49726,2600
60838,8.1730766,54000,2080
60841,0,79019,3120
60843,0,128250,1440
60844,.5147059,-9999,1360
60846,62.5,43253,2080
60847,26.442308,115113,2080
60849,15.384615,23426,1820
60853,0,25000,2080
60854,28.846153,16020,2080
60856,14.75125,115792,800
60857,28.846153,102535,2080
60858,.078431375,9803,510
60859,25,21347,2080
60860,21.153847,1139,2080
60862,10.620915,0,1224
60865,13.461538,400,2080
60866,36.057693,47022,2080
60867,37.869823,55088,3380
60868,18.076923,8024,2600
60872,0,70937,528
60873,24.038462,121806,2080
60875,6.802721,1056,1470
60877,2.8846154,0,2080
60881,29.326923,3,2080
60882,23,0,1000
60883,0,55000,1820
60886,22.115385,20000,1040
60887,10.096154,8674,1040
60893,24.725275,625,3640
60894,0,22364,780
60898,13.28125,3604,1920
60905,47.596153,56832,2080
60910,9.6153851,0,1040
60912,2.3809524,0,840
60914,13.5,63139,2080
60916,25.48077,0,2080
60924,10.416667,62000,960
60928,24.475525,1529,2860
60929,14.423077,5,2080
60936,14.423077,0,2080
60940,24.038462,2000,2080
60941,14.423077,138,2080
60943,17.307692,64261,2080
60949,7.8125,0,1152
60950,16.194332,0,1976
60951,64.625847,49731,2940
60955,28.846153,70113,2080
60956,0,20000,1820
60958,21.634615,0,2080
60959,0,130006,2080
60963,29.807692,0,2080
60964,40.598289,115600,2340
60965,13.942307,1,2080
60966,19.23077,741,2080
60969,29.807692,37352,2080
60971,0,47202,2600
60973,32.692307,10400,2080
60976,20.833334,50281,3120
60978,16.826923,28,2080
60979,18.125,64952,1600
60980,10.576923,900,2080
60982,5.5988097,0,840
60984,4.8076925,1300,3120
60987,7.7884617,4500,2080
60989,105.76923,24572,1040
60994,0,20000,2080
60995,12,47162,2600
60996,25.48077,0,2080
61003,25.641026,288,3120
61006,20.512821,14,2340
61007,36.057693,40540,2080
61010,14.957265,1100,2340
61012,7.6957693,18500,2600
61013,28.125,71647,1600
61018,38.46154,0,2080
61021,13.186813,12000,1820
61025,24.038462,5299,2080
61030,21.153847,10124,2600
61031,7.2115383,4829,2080
61034,25,132032,2080
61035,8.4615383,1000,2600
61036,15.70577,0,3120
61042,17.788462,1,2080
61045,29.91453,76118,2340
61046,7.352941,24775,2040
61049,8,0,600
61051,24.038462,0,2080
61060,26.442308,65070,2080
61061,12.462139,21657,1664
61063,6.328125,2,1280
61064,12.980769,0,2080
61065,26.666666,5148,1200
61066,23.863636,50652,1760
61067,9.5238094,2000,840
61073,20.192308,40447,2080
61079,13.888889,0,1584
61081,25,90091,1440
61082,7.4285712,60040,1750
61083,5,9671,30
61089,38.46154,6029,2080
61090,0,110894,3120
61091,106.83761,0,2340
61092,19.23077,41741,2080
61095,12.019231,0,2080
61098,34.722221,4543,1872
61100,15.384615,4,2080
61102,0,10000,780
61106,17.307692,13075,2600
61109,27.777779,15734,2340
61112,20.192308,47985,2080
61115,21.59091,104407,2288
61117,0,64019,2340
61118,63.942307,44332,2080
61119,20.192308,54131,2080
61120,22.596153,30492,2080
61121,12.019231,0,2080
61122,19.23077,18000,3640
61125,4.7826085,0,1840
61126,30.76923,0,2600
61130,33.653847,0,2080
61138,11.538462,0,2600
61140,12.019231,80002,2080
61141,26.442308,78055,2080
61145,8.333333,99005,12
61147,36.057693,3000,2080
61149,19.23077,80081,2080
61153,12.019231,99429,2080
61154,21.153847,0,2600
61156,28.846153,0,2080
61157,16.866667,109711,600
61159,26.923077,14024,2340
61161,32.692307,11511,2080
61165,20.454546,44623,2860
61169,19.23077,46264,1560
61170,2250,106040,2
61171,32.711113,31200,540
61172,17.307692,0,2600
61174,36.057693,25040,2080
61179,8.3746901,1,3224
61194,7.6121793,2,2496
61201,4.515306,12478,784
61212,4.5329671,5400,1456
61215,38.942307,30716,2080
61217,13.942307,277,2080
61221,5.3571429,23079,560
61222,36.53846,19655,2080
61223,16.153847,7201,2600
61224,10.989011,3000,4368
61226,11.826923,0,2080
61227,22.826086,4500,1840
61228,19.23077,209,2080
61229,26.709402,32800,1872
61230,0,25000,2600
61231,24.725275,45005,1820
61232,14.615385,5064,2600
61233,39.606228,27050,4368
61234,13.986014,14,2860
61240,24.038462,0,2080
61244,9.6153851,0,2080
61249,2.4038463,32650,4160
61250,14.811784,31250,2444
61255,13.942307,2002,3120
61257,9.2788458,3,4160
61259,6.6666665,0,780
61261,32.142857,45000,1400
61267,0,25021,2250
61269,8.75,0,400
61271,13.186813,10014,1820
61274,13.416816,0,2236
61276,15.384615,1,2080
61278,32.451923,25,2080
61280,45.000626,50029,1600
61281,587.60632,245,1872
61285,14.792899,3,2704
61287,25,99,2080
61288,4.8076925,835,2080
61289,52.884617,55000,2080
61290,23.076923,0,1040
61292,15.698587,0,5096
61294,48.076923,42030,2080
61296,10.576923,100252,2080
61297,35.555557,577,2250
61299,26.923077,152,2080
61300,88.034187,6115,2340
61301,12.019231,0,2080
61307,12.115385,5000,2080
61308,26.442308,10000,2080
61309,19.23077,35242,2340
61312,48.078205,25081,1560
61314,15.384615,0,2080
61315,0,28200,2340
61324,13.597513,2201,5148
61326,72.115387,0,2080
61328,14.423077,25000,2080
61329,0,6500,2080
61330,20.192308,0,2080
61331,42.307693,12728,2080
61334,19.23077,0,2080
61338,14.957265,30430,2340
61339,8.6538458,18139,2080
61340,13.461538,0,2080
61341,17.5,1,2000
61342,32.967033,5410,1820
61344,0,52688,1760
61348,12.019231,8880,2080
61350,10.416667,0,2880
61355,528.8457,70808,2080
61356,31.25,80000,1600
61359,28.846153,25924,2080
61360,33.653847,56237,3120
61362,8.333333,54479,1560
